שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2019,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
ניר גלים,720,NIR GALLIM,4,44,441,29,143,1,1396,1390,1388,6,1949,320,2,1700063694,20,456,10001836,2019,Nir Gallim,420
ניר דוד (תל עמל),256,NIR DAWID (TEL AMAL),2,23,231,7,,1,729,728,704,1,1936,330,15,2430871220,-103,202,10004568,2019,Nir Dawid (Tel Amal),214
"ניר ח""ן",11,NIR HEN,6,61,612,50,,1,548,548,534,,1955,310,1,1729761303,104,634,10001813,2019,Nir Hen,
ניר יפה,165,NIR YAFE,2,23,234,8,,1,724,724,723,,1956,310,1,2232871942,63,204,10004394,2019,Nir Yafe,213
ניר יצחק,402,NIR YIZHAQ,6,62,622,38,,1,630,630,619,,1949,330,15,1387857210,91,651,10001893,2019,Nir Yizhaq,620
ניר ישראל,699,NIR YISRA'EL,6,61,614,36,,1,877,877,863,,1949,310,6,1656062178,41,633,10001821,2019,Nir Yisra'el,
ניר משה,2047,NIR MOSHE,6,62,621,42,,1,592,592,579,,1953,310,1,1649559852,139,651,10001930,2019,Nir Moshe,620
ניר עוז,69,NIR OZ,6,62,622,38,,1,387,386,370,1,1955,330,15,1430458017,105,651,10001893,2019,Nir Oz,620
ניר עם,348,NIR AM,6,61,614,37,,1,611,611,604,,1943,330,15,1601260322,115,651,10001829,2019,Nir Am,620
ניר עציון,769,NIR EZYON,3,32,322,15,243,1,985,985,926,,1950,320,3,1993973391,209,303,10004333,2019,Nir Ezyon,
ניר עקיבא,2048,NIR AQIVA,6,62,621,42,,1,685,685,682,,1953,310,1,1664459767,154,651,10001930,2019,Nir Aqiva,620
ניר צבי,331,NIR ZEVI,4,43,432,40,133,1,1285,1285,1265,,1954,310,10,1871665110,58,425,10002228,2019,Nir Zevi,
נירים,602,NIRIM,6,62,622,38,,1,360,360,344,,1949,330,15,1424158297,109,651,10001893,2019,Nirim,620
נירית,1236,NIRIT,4,42,421,20,142,1,927,923,907,4,1982,370,13,1987567262,108,417,15000658,2019,Nirit,
נמל תעופה בן-גוריון,1748, ,4,43,432,,132,,,,,,,520,,1893865703,37,424,10002286,2019,,
נמרוד,4035,NIMROD,2,29,291,71,,,,,,,,510,,2704579460,1092,219,10004579,2019,Nimrod,211
נס הרים,825,NES HARIM,1,11,111,26,444,1,1414,1405,1386,9,1950,310,1,2055462804,682,151,15000597,2019,Nes Harim,
נס עמים,1143,NES AMMIM,2,24,245,4,,1,420,396,358,24,1964,350,,2116076346,26,201,10004302,2019,Nes Ammim,212
נס ציונה,7200,NES ZIYYONA,4,44,442,0,133,1,50351,50305,49327,46,1883,150,,1810164822,39,407,10002241,2019,Nes Ziyyona,
נעורים,186,NE'URIM,4,41,411,16,141,1,422,415,326,7,1953,340,,1872369785,20,409,15000060,2019,Ne'urim,
נעלה,3787,NA'ALE,7,74,,73,145,1,2148,2147,2066,1,1988,190,,2061565225,395,711,10004054,2019,Na'ale,710
"נעמ""ה",3713,NA'AMA,7,75,,75,,1,166,161,158,5,1982,310,1,2443664600,-193,712,10003299,2019,Na'ama,710
נען,158,NA'AN,4,43,432,30,143,1,1718,1718,1679,,1930,330,15,1866564349,91,426,10002241,2019,Na'an,
נערן,3620,NA'ARAN,7,75,,75,,1,101,101,100,,1977,330,15,2431665277,-182,712,10003299,2019,Na'aran,710
נפת בית לחם,1982,,7,76,,,,,,,,,,530,,,,,,2019,,
"נפת בית לחם מ""א 76",1981,,7,76,,76,,,,,,,,530,,,,,,2019,,
נפת ג'נין  ,1971,,7,71,,,,,,,,,,530,,,,,,2019,,
"נפת ג'נין  מ""א 72",1970,,7,71,,72,,,,,,,,530,,,,,,2019,,
נפת חברון,1984,,7,77,,,,,,,,,,530,,,,,,2019,,
"נפת חברון מ""א 78",1983,,7,77,,78,,,,,,,,530,,,,,,2019,,
נפת טול כרם,1975,,7,73,,,,,,,,,,530,,,,,,2019,,
"נפת טול כרם  מ""א 72",1974,,7,73,,72,,,,,,,,530,,,,,,2019,,
נפת ירדן,1980,,7,75,,,,,,,,,,530,,,,,,2019,,
"נפת ירדן מ""א 74",1978,,7,75,,74,,,,,,,,530,,,,,,2019,,710
"נפת ירדן מ""א 75",1979,,7,75,,75,,,,,,,,530,,,,,,2019,,710
נפת ראמאללה ,1977,,7,74,,,,,,,,,,530,,,,,,2019,,
"נפת ראמאללה מ""א  73",1976,,7,74,,73,,,,,,,,530,,,,,,2019,,710
נפת שכם,1973,,7,72,,,,,,,,,,530,,,,,,2019,,
"נפת שכם מ""א 72",1972,,7,72,,72,,,,,,,,530,,,,,,2019,,
נצאצרה (שבט),1041,NASASRA,6,62,623,,,3,,,,,,460,,2100057000,,699,15003711,2019,An-Nasasira,
נצר חזני,1372,NEZER HAZZANI,4,44,441,31,143,1,498,498,498,,2010,310,2,1871063654,95,456,15002488,2019,Nezer Hazzani                                     ,420
נצר סרני,435,NEZER SERENI,4,43,432,30,143,1,882,882,858,,1948,330,15,1834364786,64,426,10002228,2019,Nezer Sereni,
נצרת,7300,NAZARETH,2,25,237,0,,2,77445,146,74,77299,,250,,2279073417,347,211,10004426,2019,Nazareth,213
נשר,2500,NESHER,3,31,311,0,223,1,24147,23864,20944,283,1925,160,,2042074156,155,355,10004207,2019,Nesher,
נתיב הגדוד,3555,NETIV HAGEDUD,7,75,,75,,1,212,210,209,2,1976,310,1,2421565508,-221,712,10003299,2019,Netiv HaGedud,710
"נתיב הל""ה",693,NETIV HALAMED-HE,1,11,112,26,444,1,654,654,641,,1949,330,15,1984562177,301,151,15000597,2019,Netiv HaLamed-He,
נתיב העשרה,1242,NETIV HAASARA,6,61,614,36,,1,892,890,869,2,1982,310,1,1563460906,60,633,10001829,2019,Netiv HaAsara,
נתיב השיירה,792,NETIV HASHAYYARA,2,24,245,4,,1,477,477,463,,1950,310,1,2130276655,43,201,10004302,2019,Netiv HaShayyara,212
נתיבות,246,NETIVOT,6,62,621,0,,1,37543,37497,36257,46,1956,160,,1605659230,133,609,10001930,2019,Netivot,620
נתניה,7400,NETANYA,4,41,411,0,141,1,221352,220804,199719,548,1929,130,,1872569143,28,408,10002089,2019,Netanya,
סאג'ור,525,SAJUR,2,24,242,99,,2,4270,1,,4269,,290,,2324076080,346,260,10004465,2019,Sajur,
סאסא,578,SASA,2,24,244,1,,1,416,416,400,,1949,330,15,2371877026,831,253,10004528,2019,Sasa,211
סביון*,587,SAVYON,4,42,422,99,132,1,4037,4036,3971,1,1951,190,,1886866155,56,455,10001516,2019,Savyon,
סגולה,2046,SEGULLA,6,61,611,35,,1,717,715,711,2,1953,310,1,1792361979,99,632,10001813,2019,Segulla,420
סואעד (חמרייה)*,942,SAWA'ID(HAMRIYYE),2,25,237,9,242,2,182,,,182,,450,,2160574141,170,254,10004497,2019,Sawa'id(Hamriyye),213
סואעד (כמאנה) (שבט),989,SAWA'ID (KAMANE),2,24,242,,,3,,,,,,460,,2320375699,,299,10004465,2019,Sawa'id (Al-Kammana),
סולם,526,SULAM,2,23,234,66,,2,2609,,,2609,,290,,2316672352,119,251,10004394,2019,Sulam,213
סוסיה,3756,SUSEYA,7,77,,78,,1,1339,1339,1338,,1983,370,11,2108058891,798,715,15003512,2019,Suseya,
סופה,1238,SUFA,6,62,622,38,,1,211,211,191,,1975,330,15,1373057207,85,651,10001893,2019,Sufa,620
סח'נין,7500,SAKHNIN,2,24,241,0,,2,31703,28,9,31675,,260,,2283275220,231,262,10004513,2019,Sakhnin,
סייד (שבט),1170,SAYYID,6,62,623,,,3,,,,,,460,,1922057760,,699,10001937,2019,Sayyid,
סלמה,1245,SALLAMA,2,24,242,56,,2,3340,,,3340,,290,,2343575554,196,205,10004513,2019,Sallama,210
סלעית,3567,SAL'IT,7,73,,72,145,1,1331,1331,1316,,1977,310,9,2049568321,248,710,15004488,2019,Sal'it,
סמר,1156,SAMAR,6,62,625,53,,1,278,278,251,,1976,330,15,2018741600,94,608,10001955,2019,Samar,
סנסנה,3777,SANSANA,7,77,,78,,1,519,519,519,,2013,370,11,1906958567,523,715,10001937,2019,Sansana,
סעד,419,SA'AD,6,62,621,39,,1,854,854,851,,1947,330,3,1557859782,103,651,10001930,2019,Sa'ad,620
סעוה,1360,SA'WA,6,62,623,69,,2,1867,2,,1865,,450,,1971857373,428,624,10001937,2019,Sa'Wa,610
סער,454,SA'AR,2,24,245,4,241,1,858,853,832,5,1948,330,15,2105177051,19,201,10004302,2019,Sa'ar,212
ספיר,1176,SAPPIR,6,62,625,54,,1,447,440,389,7,1979,350,,2175250272,-14,657,10001918,2019,Sappir,610
סתרייה,610,SITRIYYA,4,43,432,30,143,1,1103,1101,1080,2,1949,310,1,1854164419,82,426,10002241,2019,Sitriyya,
ע'ג'ר,4501,GHAJAR,2,29,292,99,,2,2659,1,,2658,,290,,2587079731,282,256,10004591,2019,Ghajar,211
עבדון,892,AVDON,2,24,244,52,,1,668,663,657,5,1952,310,1,2171777254,176,255,10004302,2019,Avdon,212
עברון,376,EVRON,2,24,245,4,241,1,847,847,785,,1945,330,15,2097476631,26,201,10004302,2019,Evron,212
עגור,794,AGUR,1,11,112,26,,1,528,528,521,,1950,310,1,1917562283,218,151,15000597,2019,Agur,
עד הלום,1762, ,6,61,611,33,143,,,,,,,520,,1681563008,30,616,10001836,2019,,420
עדי,1199,ADI,2,23,237,9,242,1,1910,1909,1905,1,1980,370,7,2165974306,167,254,10004497,2019,Adi,213
עדנים,2035,ADANIM,4,42,421,20,142,1,516,515,506,1,1950,310,1,1912267188,23,417,10002133,2019,Adanim ,
עוזה,826,UZA,6,61,612,34,,1,429,428,428,1,1950,310,2,1776861129,140,631,10001813,2019,Uza,
עוזייר,528,UZEIR,2,25,237,65,,2,3277,4,,3273,,290,,2308174398,176,251,15002369,2019,Uzeir,214
עולש,737,OLESH,4,41,412,16,141,1,1131,1131,1117,,1949,310,1,1988669318,36,409,15000060,2019,Olesh,
עומר,666,OMER,6,62,623,99,342,1,7530,7406,7241,124,1949,180,,1857557518,331,614,10001937,2019,Omer,
עופר,810,OFER,3,32,322,15,243,1,652,652,640,,1950,310,1,1985872535,147,303,10004333,2019,Ofer,
עוצם,32,OZEM,6,61,612,50,,1,653,650,649,3,1955,310,1,1719661615,88,634,10001813,2019,Ozem,
עוקבי (בנו עוקבה) (שבט),957,UQBI (BANU UQBA),6,62,623,,,3,,,,,,460,,1920057700,,699,10001937,2019,Al-'Ukbi,
עזוז,328,EZUZ,6,62,626,48,,1,75,75,65,,1984,370,19,1494252264,331,620,10001918,2019,Ezuz,610
עזר,1149,EZER,6,61,611,33,143,1,817,817,803,,1966,350,,1689162724,32,616,10001821,2019,Ezer,420
עזריאל,837,AZRI'EL,4,41,411,18,141,1,904,904,896,,1951,310,2,1974268544,53,412,15000060,2019,Azri'el,
עזריה,711,AZARYA,4,43,432,30,143,1,1227,1227,1216,,1949,310,1,1915664420,95,426,10002228,2019,Azarya,
עזריקם,817,AZRIQAM,6,61,611,33,143,1,1495,1494,1485,1,1950,310,1,1713862880,39,616,10001821,2019,Azriqam,420
עטאוונה (שבט),969,ATAWNE,6,62,623,,,3,,,,,,460,,1932057690,,699,10001937,2019,Al-'Atawina,
עטרת,3658,ATERET,7,74,,73,,1,900,900,900,,1981,370,11,2168865636,696,711,10003299,2019,Ateret,710
עידן,1175,IDDAN,6,62,625,54,,1,392,390,375,2,1980,310,1,2286452400,-181,657,10001918,2019,Iddan,610
עידן הנגב,1765, ,6,62,623,41,,,,,,,,520,,1797658736,259,625,10001946,2019,,620
עיילבון,530,EILABUN,2,22,222,99,,2,5752,69,50,5683,,280,,2379274908,172,251,10004552,2019,Eilabun,214
עיינות,156,AYANOT,4,44,442,27,143,1,394,392,338,2,1930,340,,1781664704,24,456,15002488,2019,Ayanot,
עילוט,511,ILUT,2,25,237,99,,2,8356,3,2,8353,,280,,2248173590,273,257,10004426,2019,Ilut,213
עין איילה,687,EN AYYALA,3,32,321,15,243,1,1149,1149,1127,,1949,310,1,1952172612,18,303,10004333,2019,En Ayyala,
עין אל-אסד,546,EIN AL-ASAD,2,21,212,2,,2,886,,,886,,450,,2376876064,536,209,10004465,2019,Ein Al-Asad,211
עין גב,273,EN GEV,2,22,221,6,,1,675,674,641,1,1937,330,15,2601774320,-201,214,10004552,2019,En Gev,214
עין גדי,2042,EN GEDI,6,62,624,51,,1,610,597,560,13,1953,330,15,2365959563,-302,656,10001911,2019,En Gedi,
עין דור,436,EN DOR,2,23,233,9,,1,1031,1031,987,,1948,330,15,2393272923,125,254,10004394,2019,En Dor,213
עין הבשור,1240,EN HABESOR,6,62,622,38,,1,1146,1145,1108,1,1982,310,1,1468957689,116,651,10001893,2019,En HaBesor,620
עין הוד,74,EN HOD,3,32,322,15,243,1,643,641,606,2,1954,370,19,1987073394,123,303,10004333,2019,En Hod,
עין החורש,167,EN HAHORESH,4,41,411,16,141,1,835,835,822,,1931,330,15,1945769916,21,409,15000060,2019,En HaHoresh,
עין המפרץ,289,EN HAMIFRAZ,2,24,246,4,241,1,1250,1250,1216,,1938,330,15,2093675647,2,201,10004315,2019,En HaMifraz,212
"עין הנצי""ב",383,EN HANAZIV,2,23,231,7,,1,604,604,598,,1946,330,3,2473670851,-143,202,10004568,2019,En HaNaziv,214
עין העמק,367,EN HAEMEQ,2,23,236,13,,1,804,804,779,,1944,350,,2082272605,241,254,10004411,2019,En HaEmeq,213
עין השופט,270,EN HASHOFET,2,23,236,13,,1,862,861,739,1,1937,330,15,2096872240,261,254,10004411,2019,En HaShofet,213
עין השלושה,676,EN HASHELOSHA,6,62,622,38,,1,361,360,303,1,1950,330,6,1430658468,100,651,10001893,2019,En HaShelosha,620
עין ורד,157,EN WERED,4,41,411,18,141,1,1503,1502,1484,1,1930,310,1,1937568567,62,412,15000060,2019,En Wered,
עין זיוון,4503,EN ZIWAN,2,29,292,71,,1,371,371,348,,1968,330,15,2746877807,962,219,10004579,2019,En Ziwan,211
עין חוד,1320,EIN HOD,3,32,322,15,243,2,305,,,305,,450,,2002673302,236,303,10004333,2019,Ein Hod,
עין חצבה,1053,EN HAZEVA,6,62,625,51,,,,,,,,510,10,2234252310,-141,656,10001918,2019,En Hazeva,
עין חרוד (איחוד),89,EN HAROD (IHUD),2,23,232,8,,1,547,547,536,,1921,330,15,2369971883,43,204,10004394,2019,En Harod (Ihud),213
עין חרוד (מאוחד),82,EN HAROD(ME'UHAD),2,23,232,8,,1,760,760,742,,1921,330,15,2370271825,-16,204,10004394,2019,En Harod(Me'uhad),213
עין יהב,806,EN YAHAV,6,62,625,54,,1,742,741,728,1,1951,310,1,2226250753,-83,657,10001918,2019,En Yahav,610
עין יעקב,813,EN YA'AQOV,2,24,243,52,,1,1137,1136,1109,1,1950,310,1,2217976826,421,255,10004484,2019,En Ya'aqov,212
"עין כרם-בי""ס חקלאי",1056,EN KAREM-B.S.HAQLA'I,1,11,111,26,444,1,173,173,158,,1952,340,,2145863172,574,151,10002521,2019,En Karem-B.S.Haqla'i,
עין כרמל,426,EN KARMEL,3,32,321,15,243,1,922,922,902,,1947,330,15,1958573145,22,303,10004333,2019,En Karmel ,
עין מאהל,532,EIN MAHEL,2,25,237,99,,2,13336,17,4,13319,,270,,2333773642,405,257,10004453,2019,Ein Mahel,213
עין נקובא,521,EIN NAQQUBA,1,11,111,26,444,2,3505,1,,3504,,290,,2115163339,621,151,10002475,2019,Ein Naqquba,
עין עירון,223,EN IRON,3,32,324,14,,1,545,545,543,,1934,310,1,2011170996,62,351,10004261,2019,En Iron,
עין צורים,622,EN ZURIM,6,61,611,34,,1,863,863,852,,1949,330,3,1735162269,52,631,10001821,2019,En Zurim,
עין קנייא,4502,EIN QINIYYE,2,29,291,99,,2,2098,,,2098,,290,,2685979361,796,256,10004579,2019,Ein Qiniyye,211
עין ראפה,514,EIN RAFA,1,11,111,26,444,2,1251,9,8,1242,,450,,2109463307,605,151,10002475,2019,Ein Rafa,
עין שמר,139,EN SHEMER,3,32,324,14,,1,571,571,542,,1927,330,15,2009070775,44,351,10004261,2019,En Shemer,
עין שריד,880,EN SARID,4,41,411,18,141,1,1629,1629,1614,,1950,350,,1941268670,63,412,15000060,2019,En Sarid,
עין תמר,1251,EN TAMAR,6,62,624,51,,1,195,195,185,,1982,310,10,2356653913,-347,656,10001911,2019,En Tamar,
עינת,871,ENAT,4,42,422,20,142,1,829,829,811,,1925,330,15,1942566553,50,417,10002168,2019,Enat,
עיר אובות,1187,IR OVOT,6,62,625,54,,,,,,,,510,,2233552445,-135,657,10001918,2019,Ir Ovot,610
עכו,7600,AKKO,2,24,246,0,241,4,49380,33551,29369,15829,1948,160,,2082475927,8,213,10004315,2019,Akko,212
עלומים,1146,ALUMIM,6,62,622,39,,1,510,510,510,,1966,330,3,1537659579,98,651,10001930,2019,Alumim ,620
עלי,3765,ELI,7,72,,73,,1,4415,4415,4385,,1984,190,,2253466435,705,711,10003299,2019,Eli,710
עלי זהב,3727,ALE ZAHAV,7,73,,72,145,1,3398,3398,3383,,1982,190,9,2062566427,350,710,15004488,2019,Ale Zahav,
עלמה,688,ALMA,2,21,212,2,,1,712,712,712,,1949,310,2,2470477293,674,209,10004528,2019,Alma,211
עלמון,3715,ALMON,7,74,,73,445,1,1421,1421,1379,,1982,370,11,2280763760,516,711,10003314,2019,Almon,710
עמוקה,1212,AMUQQA,2,21,212,2,,1,132,132,128,,1980,370,19,2493976704,705,209,10004528,2019,Amuqqa,211
עמיחי,3824,AMMIHAY,7,74,,73,,1,209,209,209,,2018,370,,2311666140,757,711,10003299,2019,Ammihay,710
עמינדב,779,AMMINADAV,1,11,111,26,444,1,1086,1086,1070,,1950,310,1,2135062878,824,151,10002521,2019,Amminadav,
עמיעד,385,AMMI'AD,2,21,213,1,,1,439,438,424,1,1946,330,15,2509375929,241,253,10004540,2019,Ammi'ad,211
עמיעוז,318,AMMI'OZ,6,62,622,38,,1,209,208,207,1,1957,310,1,1440657325,127,651,10001893,2019,Ammi'oz,620
עמיקם,773,AMMIQAM,3,32,323,45,,1,739,739,714,,1950,310,9,2022171878,82,351,10004333,2019,Ammiqam,
עמיר,319,AMIR,2,21,211,1,,1,584,581,554,3,1939,330,15,2582378705,76,253,10004591,2019,Amir,211
עמנואל,3660,IMMANU'EL,7,73,,99,145,1,3906,3906,3903,,1983,190,,2132267433,364,708,15004488,2019,Immanu'el,710
"עמק בית שאן מ""א 7",1824,,2,23,231,7,,,,,,,,530,,2474070920,,,,2019,,214
"עמק בית שאן של""ש",1825,,2,23,231,,,,,,,,,530,,,,,,2019,,
"עמק חולה מ""א 1",1806,,2,21,211,1,,,,,,,,530,,2578078330,,,,2019,,211
"עמק חולה מ""א 55",1807,,2,21,211,55,,,,,,,,530,,2580077650,,,,2019,,211
"עמק חולה של""ש",1808,,2,21,211,,,,,,,,,530,,,,,,2019,,
"עמק חפר מזרח מ""א 16",1875,,4,41,411,16,,,,,,,,530,,2289073170,,,,2019,,
"עמק חרוד מ""א 8",1826,,2,23,232,8,,,,,,,,530,,2368071640,,,,2019,,213
"עמק חרוד של""ש",1827,,2,23,232,,,,,,,,,530,,,,,,2019,,
"עמק יזרעאל מ""א 13",1834,,2,23,234,13,,,,,,,,530,,2185072150,,,,2019,,213
"עמק יזרעאל מ""א 8",1832,,2,23,234,8,,,,,,,,530,,2268071730,,,,2019,,213
"עמק יזרעאל מ""א 9",1833,,2,23,234,9,,,,,,,,530,,2244072700,,,,2019,,213
עמקה,708,AMQA,2,24,245,4,,1,772,772,760,,1949,310,1,2154876490,81,201,10004302,2019,Amqa,212
ענב,3712,ENAV,7,73,,72,,1,891,891,889,,1981,370,11,2120668784,291,710,15004488,2019,Enav,
עספיא,534,ISIFYA,3,31,311,99,223,2,12502,190,109,12312,,270,,2063873586,472,356,10004171,2019,Isifya,
עפולה,7700,AFULA,2,23,234,0,,1,54251,53703,48355,548,1925,150,,2286172472,144,215,10004394,2019,Afula,213
עפרה,3617,OFRA,7,74,,73,445,1,3043,3043,3034,,1975,190,,2249765114,830,711,10003299,2019,Ofra,710
עץ אפרים,3778,EZ EFRAYIM,7,73,,72,145,1,2427,2427,2351,,1985,190,,2045766948,216,710,15004488,2019,Ez Efrayim,
עצמון שגב,917,ATSMON SEGEV,2,24,241,56,241,1,1121,1121,1112,,1953,370,13,2238875232,322,205,10004513,2019,Atsmon Segev,210
עראבה,531,ARRABE,2,24,241,0,,2,25833,42,,25791,,260,,2319775077,246,262,10004513,2019,Arrabe,
עראמשה*,1246,ARAMSHA,2,24,244,4,,2,1682,,,1682,,450,,2214477704,428,201,10004302,2019,Aramsha,212
ערב אל נעים,1335,ARAB AL NAIM,2,24,241,56,241,2,815,,,815,,450,,2274875480,302,205,10004513,2019,Arab Al Naim,210
ערד,2560,ARAD,6,62,623,0,,1,26756,25925,21684,831,1961,160,,2203657414,488,610,10001911,2019,Arad,610
ערוגות,593,ARUGOT,6,61,611,33,143,1,1147,1146,1120,1,1949,310,1,1785162692,66,616,10001821,2019,Arugot,420
ערערה,637,AR'ARA,3,32,323,99,,2,25245,42,10,25203,,260,,2086871174,171,354,10004233,2019,Ar'ara,
ערערה-בנגב,1192,AR'ARA-BANEGEV,6,62,623,99,,2,18331,8,,18323,,270,,2021956302,458,652,15003711,2019,Ar'ara-BaNegev,610
עשרת,591,ASERET,4,44,441,32,143,1,1012,1012,1000,,1954,350,,1761763696,56,456,15002488,2019,Aseret,
עתלית,53,ATLIT,3,32,321,15,223,1,8876,8807,8548,69,1904,180,,1949373301,12,303,10004710,2019,Atlit,
עתניאל,3748,OTNI'EL,7,77,,78,,1,1044,1044,1043,,1983,370,11,2027959416,700,715,15003512,2019,Otni'el,
פארן,1151,PARAN,6,62,625,54,,1,502,499,480,3,1972,310,1,2146647484,106,657,10001918,2019,Paran,610
"פארק הירדן מ""א 6",1961,,2,22,221,6,,,,,,,,530,,,,,,2019,,214
פארק תעשיות ספירים,1763, ,6,61,614,37,,,,,,,,520,,1614660282,104,651,10001829,2019,,620
פדואל,3768,PEDU'EL,7,73,,72,145,1,2009,2009,1994,,1984,190,2,2050866319,370,710,15004488,2019,Pedu'el,
פדויים,750,PEDUYIM,6,62,622,42,344,1,520,520,509,,1950,310,1,1629858183,115,651,10001893,2019,Peduyim,620
פדיה,838,PEDAYA,4,43,432,30,143,1,841,841,838,,1951,310,1,1889964061,101,426,10002228,2019,Pedaya,
פוריידיס,537,FUREIDIS,3,32,321,99,,2,13246,15,7,13231,,270,,1957972265,50,353,10004333,2019,Fureidis,
פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,22,221,6,,1,354,354,339,,1949,350,,2515473616,40,214,10004552,2019,Poriyya-Kefar Avoda,214
פורייה - נווה עובד,1105,PORIYYA-NEWE OVED,2,22,221,6,,1,1234,1221,1156,13,1949,350,,2506573889,138,214,10004552,2019,Poriyya-Newe Oved,214
פורייה עילית,1313,PORIYYA ILLIT,2,22,221,6,,1,1162,1107,993,55,1955,350,,2515273737,137,214,10004552,2019,Poriyya Illit,214
פורת,767,PORAT,4,41,411,18,141,1,1276,1276,1265,,1950,310,2,1955168698,57,412,15000060,2019,Porat,
פטיש,749,PATTISH,6,62,622,42,344,1,948,945,941,3,1950,310,1,1581058190,96,651,10001893,2019,Pattish,620
פלך,1185,PELEKH,2,24,243,56,,1,142,142,136,,1980,330,15,2221675987,497,205,15002358,2019,Pelekh,210
פלמחים,597,PALMAHIM,4,44,442,27,143,1,689,689,665,,1949,330,15,1723464906,17,456,15002488,2019,Palmahim,
פני חבר,3723,PENE HEVER,7,77,,78,,1,635,635,635,,1982,370,11,2157559933,794,715,15003512,2019,Pene Hever,
פסגות,3659,PESAGOT,7,74,,73,445,1,1881,1881,1881,,1981,370,11,2213864510,851,711,10003299,2019,Pesagot,710
פסוטה,535,FASSUTA,2,24,244,99,,2,3173,7,,3166,,290,,2292977259,566,258,10004484,2019,Fassuta,212
"פעמי תש""ז",2059,PA'AME TASHAZ,6,62,621,42,,1,562,562,560,,1953,310,1,1708459426,179,651,10001930,2019,Pa'ame Tashaz,620
פצאל,3615,PEZA'EL,7,75,,75,,1,304,303,303,1,1975,310,1,2419266123,-235,712,10003299,2019,Peza'el,710
פקיעין (בוקייעה),536,PEQI'IN (BUQEI'A),2,24,243,99,,2,5893,2,,5891,,280,,2313576483,616,258,10004484,2019,Peqi'in (Buqei'a),
פקיעין חדשה,281,PEQI'IN HADASHA,2,24,243,52,,1,535,521,513,14,1955,310,19,2304976544,540,255,10004484,2019,Peqi'in Hadasha,212
פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR,3,32,324,99,,1,43012,42964,41665,48,1913,160,,1979770877,48,308,10004261,2019,Pardes Hanna-Karkur,
פרדסייה,171,PARDESIYYA,4,41,411,99,141,1,5930,5928,5862,2,1942,180,,1917769028,52,457,15000060,2019,Pardesiyya,
פרוד,599,PAROD,2,21,212,2,,1,596,595,576,1,1949,330,15,2407475969,428,209,10004528,2019,Parod,211
פרזון,2053,PERAZON,2,23,234,8,,1,323,323,320,,1953,310,1,2294471684,78,204,10004394,2019,Perazon,213
פרי גן,1231,PERI GAN,6,62,622,38,,1,246,246,245,,1981,310,6,1385557032,92,651,10001893,2019,Peri Gan,620
פתח תקווה,7900,PETAH TIQWA,4,42,422,0,132,1,247957,247595,227090,362,1878,130,,1894266579,31,410,10002116,2019,Petah Tiqwa,
פתחיה,839,PETAHYA,4,43,432,30,143,1,841,841,833,,1951,310,6,1892964165,102,426,10002228,2019,Petahya,
צאלים,413,ZE'ELIM,6,62,622,38,,1,471,471,434,,1947,330,15,1555756821,143,651,10001893,2019,Ze'elim,620
צביה,1180,ZVIYYA,2,24,242,56,,1,331,331,324,,1979,370,19,2313575498,255,205,10004513,2019,Zviyya,210
צבעון,1213,ZIV'ON,2,24,244,1,,1,274,274,249,,1980,330,15,2392477007,758,253,10004528,2019,Ziv'on,211
צובה,465,ZOVA,1,11,111,26,444,1,625,625,607,,1948,330,15,2114063231,724,151,15000597,2019,Zova,
צוחר,1136,ZOHAR,6,62,622,38,,1,444,443,420,1,1973,350,,1452657190,135,651,10001893,2019,Zohar,620
צופייה,1111,ZOFIYYA,4,44,441,29,143,,,,,,,510,,1753964049,36,456,15002488,2019,Zofiyya ,420
צופים,3791,ZUFIM,7,73,,72,145,1,2406,2398,2336,8,1989,190,,2010167832,153,710,15004488,2019,Zufim,
צופית,198,ZOFIT,4,42,421,20,141,1,1288,1288,1272,,1933,310,1,1926967776,66,417,10002133,2019,Zofit,
צופר,1150,ZOFAR,6,62,625,54,,1,451,450,439,1,1970,310,1,2171749669,-2,657,10001918,2019,Zofar,610
צוקי ים,1102,ZUQI YAM,4,41,411,16,141,1,268,268,268,,1956,350,,1869369644,30,409,10002089,2019,Zuqi Yam,
צוקים,1262,ZUQIM,6,62,625,54,,1,344,344,333,,1983,370,,2157948903,43,657,10001918,2019,Zuqim,610
צור הדסה,1113,ZUR HADASSA,1,11,111,26,444,1,11119,11096,10528,23,1960,170,,2092062486,718,151,15000597,2019,Zur Hadassa,
צור יצחק,1345,ZUR YIZHAQ,4,42,421,20,141,1,6361,6339,6117,22,2007,180,,2001068308,119,417,10002155,2019,Zur Yizhaq,
צור משה,276,ZUR MOSHE,4,41,411,18,141,1,3291,3284,3242,7,1937,190,,1920868938,51,412,15000060,2019,Zur Moshe,
צור נתן,1148,ZUR NATAN,4,42,421,20,141,1,313,313,310,,1970,320,9,2014368303,185,417,10002155,2019,Zur Natan,
